Cliffside Park 15 - Election Day,830,565,68.07,224,307,9,4,0,0,0,0,2,3
Cliffside Park Mail-In Ballot - Mail-,0,444,0.00,156,307,8,4,0,0,0,0,0,3
Cliffside Park Provisional - Provisio,0,121,0.00,38,79,1,0,0,0,0,0,0,0
Closter 1 - Election Day,705,481,68.23,193,263,8,2,0,0,0,0,0,4
Closter 2 - Election Day,977,619,63.36,232,362,7,9,4,1,0,0,0,1
Closter 3 - Election Day,892,586,65.70,224,326,16,3,0,0,0,0,0,6
Closter 4 - Election Day,970,591,60.93,207,349,12,5,1,0,0,0,0,8
Closter 5 - Election Day,887,599,67.53,246,323,4,4,0,0,0,0,0,10
Closter 6 - Election Day,1126,734,65.19,276,428,10,2,1,0,0,0,0,6
Closter Mail-In Ballot - Mail-In Ball,0,314,0.00,92,241,5,1,0,0,0,0,0,0
Closter Provisional - Provisional,0,28,0.00,8,17,1,0,0,0,0,0,0,0
Cresskill 1 - Election Day,854,549,64.29,240,277,14,2,1,0,0,0,0,3
Cresskill 2 - Election Day,991,628,63.37,236,359,13,9,1,0,0,0,0,4
Cresskill 3 - Election Day,1551,1003,64.67,453,513,24,1,1,0,0,0,0,6
Cresskill 4 - Election Day,792,546,68.94,243,273,20,3,0,1,0,0,0,2
Cresskill 5 - Election Day,623,453,72.71,204,223,6,4,3,0,0,0,0,5
Cresskill 6 - Election Day,656,468,71.34,201,236,9,2,2,0,0,0,0,7
Cresskill Mail-In Ballot - Mail-In Ba,0,275,0.00,99,190,7,3,0,0,0,0,0,3
Cresskill Provisional - Provisional,0,31,0.00,13,15,1,0,0,0,0,0,0,0
Demarest 1 - Election Day,1154,775,67.16,298,444,7,13,1,0,0,0,1,3
Demarest 2 - Election Day,1157,729,63.01,269,423,19,0,0,0,1,0,1,6
Demarest 3 - Election Day,1180,754,63.90,222,500,13,1,1,0,0,1,0,5
Demarest Mail-In Ballot - Mail-In B,0,254,0.00,62,198,9,0,0,0,0,0,0,7
Demarest Provisional - Provisiona,0,16,0.00,2,13,0,0,0,0,0,0,0,0
Dumont 1 - Election Day,972,663,68.21,313,320,12,4,0,1,0,0,1,4
Dumont 2 - Election Day,1191,831,69.77,369,412,13,13,0,1,0,1,1,3
Dumont 3 - Election Day,985,698,70.86,320,344,16,6,1,0,1,0,2,3
Dumont 4 - Election Day,1225,871,71.10,336,476,30,14,1,0,0,0,0,3
Dumont 5 - Election Day,1095,742,67.76,304,403,18,9,1,0,1,0,0,1
Dumont 6 - Election Day,1161,801,68.99,396,365,13,11,0,0,0,0,0,3
Dumont 7 - Election Day,995,727,73.07,299,395,17,7,0,0,0,0,0,4
Dumont 8 - Election Day,1212,881,72.69,376,462,21,10,1,0,0,0,0,1
Dumont 9 - Election Day,1085,762,70.23,349,374,16,7,0,1,0,0,0,5
Dumont 10 - Election Day,694,517,74.50,247,239,9,3,0,1,0,0,0,7
Dumont 11 - Election Day,1097,800,72.93,434,325,11,4,1,0,2,0,0,8
Dumont Mail-In Ballot - Mail-In Ba,0,420,0.00,146,274,8,6,1,0,0,0,0,4
Dumont Provisional - Provisional,0,74,0.00,39,34,1,0,0,0,0,0,0,0
East Rutherford 1 - Election Day,1316,848,64.44,279,523,15,8,0,0,1,0,0,9
East Rutherford 2 - Election Day,1133,786,69.37,328,392,22,18,2,1,1,0,1,5
East Rutherford 3 - Election Day,950,653,68.74,283,334,12,11,0,0,1,0,2,4
East Rutherford 4 - Election Day,1981,1363,68.80,752,551,15,25,2,0,0,0,0,3
East Rutherford Mail-In Ballot - Ma,0,185,0.00,82,100,1,3,2,0,0,0,0,3
East Rutherford Provisional - Prov,0,36,0.00,16,18,1,1,0,0,0,0,0,0
Edgewater 1 - Election Day,1303,723,55.49,160,524,19,5,1,0,0,0,0,6
Edgewater 2 - Election Day,1563,946,60.52,258,652,14,7,1,0,0,0,1,9
Edgewater 3 - Election Day,1547,979,63.28,312,617,18,11,1,0,0,0,1,5
Edgewater 4 - Election Day,2043,1219,59.67,311,860,22,9,1,0,0,0,0,2
Edgewater Mail-In Ballot - Mail-In,0,289,0.00,78,233,5,4,1,0,0,0,0,2
Edgewater Provisional - Provisiona,0,65,0.00,15,46,2,2,0,0,0,0,0,0
Elmwood Park 1 - Election Day,1473,918,62.32,420,455,15,12,0,1,0,0,0,4
Elmwood Park 2 - Election Day,1515,946,62.44,409,492,19,12,0,0,0,1,0,2
Elmwood Park 3 - Election Day,998,659,66.03,291,350,4,6,0,0,0,0,0,5
Elmwood Park 4 - Election Day,923,535,57.96,149,360,7,7,0,1,0,0,0,2
Elmwood Park 5 - Election Day,880,584,66.36,227,330,7,9,1,0,0,0,0,2
Elmwood Park 6 - Election Day,814,498,61.18,146,337,6,7,0,0,0,0,0,1
Elmwood Park 7 - Election Day,1199,776,64.72,358,387,10,7,0,1,1,0,0,1
Elmwood Park 8 - Election Day,2017,1229,60.93,582,597,15,15,1,0,0,0,0,5
Elmwood Park 9 - Election Day,1252,746,59.58,374,344,9,11,1,0,0,0,0,1
Elmwood Park 10 - Election Day,1511,947,62.67,419,475,11,12,4,0,0,0,0,7
Elmwood Park Mail-In Ballot - Mai,0,606,0.00,259,345,5,3,1,0,0,0,0,2
Elmwood Park Provisional - Provis,0,246,0.00,103,127,6,1,0,0,0,0,0,0
Emerson 1 - Election Day,1050,777,74.00,438,283,20,11,1,0,0,1,0,4
Emerson 2 - Election Day,864,615,71.18,343,238,14,9,0,0,0,0,0,1
Emerson 3 - Election Day,689,492,71.41,290,174,11,4,0,0,0,0,0,3
Emerson 4 - Election Day,1112,760,68.35,409,306,17,10,0,0,0,0,0,3
Emerson 5 - Election Day,836,581,69.50,306,252,4,4,2,0,0,0,0,3
Emerson 6 - Election Day,604,473,78.31,257,193,10,6,0,0,0,0,0,3
Emerson Mail-In Ballot - Mail-In Ba,0,292,0.00,134,160,4,0,0,0,0,0,0,4
Emerson Provisional - Provisional,0,29,0.00,11,17,1,0,0,0,0,0,0,0
Englewood W1 D1 - Election Day,1575,1020,64.76,307,652,23,9,1,0,0,0,0,14
Englewood W1 D2 - Election Day,922,587,63.67,177,365,21,6,0,0,0,0,0,8
Englewood W1 D3 - Election Day,849,557,65.61,72,467,2,6,0,0,0,1,0,3
Englewood W1 D4 - Election Day,987,632,64.03,47,555,9,4,0,0,0,0,0,3
Englewood W2 D1 - Election Day,905,521,57.57,197,288,14,3,0,0,0,0,0,5
Englewood W2 D2 - Election Day,851,508,59.69,239,238,5,1,1,0,0,0,0,9
Englewood W2 D3 - Election Day,1249,738,59.09,272,414,23,7,0,0,0,0,0,15
Englewood W2 D4 - Election Day,1941,1136,58.53,246,848,15,9,0,0,0,0,0,8
Englewood W3 D1 - Election Day,903,603,66.78,72,509,2,6,0,0,0,0,0,2
Englewood W3 D2 - Election Day,1520,1019,67.04,137,851,9,10,0,1,0,1,0,2
Englewood W3 D3 - Election Day,743,507,68.24,50,445,7,1,0,0,0,0,0,2
Englewood W3 D4 - Election Day,1043,724,69.42,40,663,5,9,1,0,0,0,0,1
Englewood W4 D1 - Election Day,743,458,61.64,18,420,3,8,0,0,0,1,0,1
Englewood W4 D2 - Election Day,1194,801,67.09,32,754,2,6,1,0,1,0,0,0
Englewood W4 D3 - Election Day,1179,757,64.21,27,706,3,6,0,0,0,0,0,0
Englewood W4 D4 - Election Day,1095,682,62.28,59,603,7,8,0,0,0,0,0,0
Englewood Mail-In Ballot - Mail-In,0,717,0.00,122,629,9,7,0,0,0,0,0,7
Englewood Provisional - Provision,0,136,0.00,16,111,1,4,0,0,0,0,0,0
Englewood Cliffs 1 - Election Day,1076,626,58.18,254,339,15,7,0,0,0,0,0,1
Englewood Cliffs 2 - Election Day,903,533,59.03,246,254,8,4,0,0,0,0,1,4
Englewood Cliffs 3 - Election Day,953,583,61.18,260,284,12,1,0,0,1,0,1,5
Englewood Cliffs 4 - Election Day,841,486,57.79,206,258,2,3,0,0,0,0,0,1
Englewood Cliffs Mail-In Ballot - M,0,462,0.00,181,260,4,1,0,0,0,0,0,6
Englewood Cliffs Provisional - Pro,0,39,0.00,13,19,2,0,0,0,0,0,0,0
Fair Lawn 1 - Election Day,996,685,68.78,287,358,14,7,2,0,0,0,0,5
Fair Lawn 2 - Election Day,1452,1000,68.87,451,501,20,11,0,0,1,1,0,7
Fair Lawn 3 - Election Day,902,622,68.96,291,302,19,1,0,0,0,0,0,2
Fair Lawn 4 - Election Day,1089,684,62.81,289,368,12,3,0,0,0,0,0,4
Fair Lawn 5 - Election Day,700,494,70.57,211,261,11,7,0,0,0,0,0,0
Fair Lawn 6 - Election Day,974,657,67.45,330,289,12,2,3,0,0,0,1,10
Fair Lawn 7 - Election Day,787,544,69.12,224,286,18,11,1,0,0,0,0,2
Fair Lawn 8 - Election Day,915,671,73.33,268,363,11,11,0,0,0,0,0,9
Fair Lawn 9 - Election Day,1016,704,69.29,311,354,17,5,1,1,0,0,0,4
Fair Lawn 10 - Election Day,1033,723,69.99,316,374,14,4,0,1,0,0,0,7
Fair Lawn 11 - Election Day,954,661,69.29,259,372,17,4,0,0,0,0,0,4
Fair Lawn 12 - Election Day,795,553,69.56,207,314,18,7,0,0,0,0,0,3
Fair Lawn 13 - Election Day,1071,765,71.43,288,441,19,1,3,0,0,1,0,6
Fair Lawn 14 - Election Day,825,571,69.21,233,316,11,6,0,0,0,0,0,1
Fair Lawn 15 - Election Day,1403,904,64.43,327,509,23,14,0,0,2,0,0,18
Fair Lawn 16 - Election Day,1088,786,72.24,318,421,16,15,4,0,0,0,0,5
Fair Lawn 17 - Election Day,1001,693,69.23,328,330,14,5,1,0,0,0,0,9
Fair Lawn 18 - Election Day,834,544,65.23,225,282,18,4,2,0,0,0,0,5
Fair Lawn 19 - Election Day,846,604,71.39,271,302,16,5,1,0,0,0,0,2
Fair Lawn 20 - Election Day,915,618,67.54,271,319,15,5,0,0,0,0,0,3
Fair Lawn 21 - Election Day,1233,851,69.02,386,428,11,5,0,0,2,0,0,9
Fair Lawn 22 - Election Day,869,592,68.12,279,281,19,9,1,0,0,0,0,1
Fair Lawn 23 - Election Day,1047,708,67.62,272,401,9,5,1,0,0,0,0,5
Fair Lawn Mail-In Ballot - Mail-In B,0,1106,0.00,362,758,25,8,1,0,1,1,0,11
Fair Lawn Provisional - Provisiona,0,135,0.00,58,63,8,1,0,1,0,0,0,0
Fairview 1 - Election Day,818,528,64.55,146,367,1,7,0,0,0,0,0,1
Fairview 2 - Election Day,1375,847,61.60,263,554,7,7,0,0,1,0,0,3
Fairview 3 - Election Day,1021,647,63.37,209,405,6,11,2,0,2,0,1,0
Fairview 4 - Election Day,937,565,60.30,171,363,7,8,1,0,0,0,1,1
Fairview 5 - Election Day,1421,910,64.04,296,562,5,17,0,0,2,1,0,6
Fairview 6 - Election Day,176,125,71.02,57,61,1,0,0,0,0,0,0,0
Fairview Mail-In Ballot - Mail-In Ba,0,146,0.00,61,90,2,2,0,0,0,0,0,1
Fairview Provisional - Provisional,0,32,0.00,10,21,0,0,0,1,0,0,0,0
Fort Lee 1 - Election Day,1180,777,65.85,341,402,12,7,2,0,0,2,0,1
Fort Lee 2 - Election Day,809,522,64.52,227,269,5,11,0,0,0,1,0,4
Fort Lee 3 - Election Day,1635,1013,61.96,417,563,5,9,1,0,0,0,0,2
Fort Lee 4 - Election Day,632,428,67.72,162,252,2,2,0,0,0,0,0,3
Fort Lee 5 - Election Day,939,625,66.56,266,327,7,6,0,0,1,1,0,1
Fort Lee 6 - Election Day,1660,1063,64.04,368,651,6,16,0,0,1,0,2,11
Fort Lee 7 - Election Day,2257,1423,63.05,510,858,16,11,1,0,2,0,1,8
Fort Lee 8 - Election Day,671,386,57.53,145,230,4,3,0,1,0,0,0,2
Fort Lee 9 - Election Day,725,428,59.03,167,233,10,4,0,0,0,0,0,7
Fort Lee 10 - Election Day,2821,1675,59.38,514,1095,18,6,1,0,0,0,2,8
Fort Lee 11 - Election Day,687,421,61.28,120,282,3,5,0,0,0,0,0,2
Fort Lee 12 - Election Day,1349,813,60.27,258,529,10,10,0,0,0,0,0,1
Fort Lee 13 - Election Day,814,523,64.25,149,349,5,4,0,1,0,0,1,1
Fort Lee 14 - Election Day,705,450,63.83,112,321,3,6,0,0,0,0,0,1
Fort Lee 15 - Election Day,835,489,58.56,154,312,10,8,0,0,1,0,0,0
Fort Lee 16 - Election Day,1088,647,59.47,218,395,4,15,2,0,0,0,0,1
Fort Lee 17 - Election Day,538,359,66.73,129,217,5,4,0,0,0,0,0,0
Fort Lee 18 - Election Day,474,316,66.67,136,169,1,3,1,0,0,0,0,1
Fort Lee 19 - Election Day,1489,939,63.06,268,643,12,4,0,0,0,0,0,5
Fort Lee Mail-In Ballot - Mail-In Ba,0,958,0.00,267,747,13,5,3,0,0,0,0,4
Fort Lee Provisional - Provisional,0,189,0.00,65,119,2,0,0,0,0,0,0,0
Franklin Lakes 1 - Election Day,1091,716,65.63,442,247,7,5,0,0,0,1,0,5
Franklin Lakes 2 - Election Day,1111,733,65.98,443,255,16,6,0,0,1,0,0,5
Franklin Lakes 3 - Election Day,1110,732,65.95,473,228,12,8,2,0,0,1,0,3
Franklin Lakes 4 - Election Day,2123,1421,66.93,865,490,30,9,1,0,0,0,0,10
Franklin Lakes 5 - Election Day,1563,992,63.47,633,319,13,3,0,0,0,0,0,9
Franklin Lakes 6 - Election Day,1369,869,63.48,526,304,16,7,0,0,0,0,0,5
Franklin Lakes Mail-In Ballot - Mai,0,629,0.00,313,297,18,2,0,0,0,0,0,7
Franklin Lakes Provisional - Provis,0,39,0.00,26,13,0,0,0,0,0,0,0,0
Garfield W1 D1 - Election Day,911,546,59.93,154,364,6,6,0,0,1,0,0,5
Garfield W1 D2 - Election Day,532,305,57.33,76,217,2,2,0,1,1,0,0,1
Garfield W1 D3 - Election Day,1048,581,55.44,170,386,4,10,2,1,0,0,0,2
Garfield W2 D1 - Election Day,1110,653,58.83,265,356,9,9,0,0,0,0,0,6
Garfield W2 D2 - Election Day,1051,679,64.61,304,338,9,15,1,0,0,0,0,4
Garfield W2 D3 - Election Day,774,487,62.92,216,237,11,11,1,0,0,0,0,2
Garfield W3 D1 - Election Day,1201,724,60.28,225,468,4,7,2,0,0,0,0,0
Garfield W3 D2 - Election Day,1157,699,60.41,231,434,15,5,0,0,1,0,0,1
Garfield W3 D3 - Election Day,1010,622,61.58,247,351,4,7,0,1,0,0,1,1
Garfield W4 D1 - Election Day,1240,722,58.23,275,418,14,5,2,0,0,0,0,2
Garfield W4 D2 - Election Day,901,557,61.82,272,266,3,4,0,0,0,1,0,1
Garfield W4 D3 - Election Day,786,447,56.87,222,204,8,3,1,0,0,0,0,2
Garfield W5 D1 - Election Day,1572,990,62.98,438,509,20,7,0,0,0,0,0,6
Garfield W5 D2 - Election Day,940,594,63.19,246,325,3,11,4,0,0,1,0,1
Garfield W5 D3 - Election Day,583,392,67.24,175,201,3,6,0,0,0,0,0,2
Garfield Mail-In Ballot - Mail-In Ba,0,476,0.00,190,271,6,0,3,0,0,0,0,4
Garfield Provisional - Provisional,0,216,0.00,76,132,4,0,1,0,0,0,0,0
Glen Rock 1 - Election Day,1102,760,68.97,258,459,16,6,0,0,0,0,0,11
Glen Rock 2 - Election Day,1203,834,69.33,258,517,30,13,1,0,0,0,1,1
Glen Rock 3 - Election Day,1243,791,63.64,315,421,21,5,1,0,1,0,0,10
Glen Rock 4 - Election Day,1032,686,66.47,268,373,23,3,1,0,0,0,0,9
Glen Rock 5 - Election Day,1278,891,69.72,303,533,30,8,0,0,1,0,0,7
Glen Rock 6 - Election Day,979,649,66.29,254,362,10,7,1,0,1,0,0,4
Glen Rock 7 - Election Day,1157,806,69.66,296,481,12,1,1,0,1,0,0,5
Glen Rock 8 - Election Day,861,565,65.62,198,336,10,1,0,0,0,0,0,7
Glen Rock Mail-In Ballot - Mail-In B,0,760,0.00,189,554,21,10,1,0,0,0,0,14
Glen Rock Provisional - Provisiona,0,45,0.00,16,27,0,0,0,0,0,0,0,0
Hackensack W1 D1 - Election Day,827,530,64.09,119,386,9,4,3,1,0,0,1,4
Hackensack W1 D2 - Election Day,838,531,63.37,124,392,3,4,0,0,0,0,1,4
Hackensack W1 D3 - Election Day,918,563,61.33,111,435,5,5,1,0,0,0,0,1
Hackensack W1 D4 - Election Day,739,395,53.45,58,318,2,4,0,0,0,0,0,2
Hackensack W2 D1 - Election Day,593,332,55.99,47,278,2,1,1,0,0,0,0,1
Hackensack W2 D2 - Election Day,1218,754,61.90,128,602,8,5,0,0,0,0,3,4
Hackensack W2 D3 - Election Day,1142,726,63.57,118,590,4,5,0,1,0,0,1,4
Hackensack W2 D4 - Election Day,723,474,65.56,116,346,3,3,0,0,0,0,0,0
Hackensack W2 D5 - Election Day,732,503,68.72,91,399,5,3,1,0,0,1,0,0
Hackensack W3 D1 - Election Day,577,361,62.56,26,327,4,1,0,0,0,0,0,0
Hackensack W3 D2 - Election Day,738,461,62.47,117,329,3,1,2,0,0,0,0,2
Hackensack W3 D3 - Election Day,661,414,62.63,23,377,0,4,1,0,0,0,0,0
Hackensack W3 D4 - Election Day,1074,676,62.94,93,559,5,12,0,1,0,0,0,2
Hackensack W3 D5 - Election Day,953,561,58.87,70,470,3,6,0,0,0,1,1,5
Hackensack W4 D1 - Election Day,925,608,65.73,152,443,3,3,0,1,0,0,0,0
Hackensack W4 D2 - Election Day,1825,1069,58.58,244,789,12,7,0,0,0,1,0,6
Hackensack W4 D3 - Election Day,1415,854,60.35,225,599,13,5,0,0,1,0,0,2
Hackensack W4 D4 - Election Day,1126,736,65.36,174,525,18,7,0,1,0,0,0,3
Hackensack W4 D5 - Election Day,692,472,68.21,105,352,4,6,0,0,0,0,0,4
Hackensack W5 D1 - Election Day,980,606,61.84,132,453,8,7,2,0,0,0,1,2
Hackensack W5 D2 - Election Day,736,496,67.39,123,356,4,4,0,0,0,0,0,7
Hackensack W5 D3 - Election Day,869,604,69.51,212,360,14,7,0,0,0,0,1,4
Hackensack W5 D4 - Election Day,829,569,68.64,156,393,8,3,0,0,0,0,0,3
Hackensack W5 D5 - Election Day,714,501,70.17,141,337,13,3,1,0,0,0,0,1
Hackensack W5 D6 - Election Day,1082,679,62.75,154,493,15,8,0,0,0,0,0,5
Hackensack Mail-In Ballot - Mail-In,0,1163,0.00,238,889,14,19,1,0,0,0,1,7
Hackensack Provisional - Provisio,0,275,0.00,48,218,4,2,0,0,0,0,0,0
Harrington Park 1 - Election Day,1058,731,69.09,295,381,15,3,1,0,0,0,2,9
Harrington Park 2 - Election Day,1242,868,69.89,375,450,13,6,0,0,0,0,0,4
Harrington Park 3 - Election Day,1210,832,68.76,386,402,17,6,3,0,0,0,0,6
Harrington Park Mail-In Ballot - Ma,0,219,0.00,84,135,4,5,0,0,0,0,0,3
Harrington Park Provisional - Prov,0,23,0.00,7,14,1,0,0,0,0,0,0,0
Hasbrouck Heights 1 - Election Da,908,645,71.04,350,267,10,5,2,0,0,0,0,2
Hasbrouck Heights 2 - Election Da,1056,744,70.45,363,350,9,7,0,0,2,0,0,3
Hasbrouck Heights 3 - Election Da,851,624,73.33,327,261,14,6,1,0,0,0,0,4
Hasbrouck Heights 4 - Election Da,973,664,68.24,372,266,12,5,0,0,0,0,0,1
Hasbrouck Heights 5 - Election Da,835,599,71.74,310,261,8,8,0,1,0,0,0,6
Hasbrouck Heights 6 - Election Da,892,655,73.43,343,282,12,3,0,0,0,0,4,3
Hasbrouck Heights 7 - Election Da,900,643,71.44,323,291,12,5,0,0,0,0,0,3
Hasbrouck Heights 8 - Election Da,1029,709,68.90,315,364,11,8,0,0,0,0,0,4
Hasbrouck Heights 9 - Election Da,675,452,66.96,196,237,7,5,1,0,0,0,0,0
Hasbrouck Heights Mail-In Ballot -,0,410,0.00,202,197,12,3,0,0,0,0,0,3
Hasbrouck Heights Provisional - P,0,50,0.00,25,20,0,2,1,0,0,0,0,0
Haworth 1 - Election Day,1326,868,65.46,321,507,12,13,1,0,0,0,0,6
Haworth 2 - Election Day,1239,843,68.04,321,475,20,9,0,1,0,0,1,5
Haworth Mail-In Ballot - Mail-In Ba,0,239,0.00,59,171,7,2,0,0,0,0,0,2
Haworth Provisional - Provisional,0,13,0.00,7,5,1,0,0,0,0,0,0,0
Hillsdale 1 - Election Day,1062,778,73.26,412,319,24,7,0,0,0,0,1,7
Hillsdale 2 - Election Day,946,670,70.82,307,335,12,9,1,0,0,0,0,5
Hillsdale 3 - Election Day,1391,970,69.73,460,468,19,8,1,0,0,0,1,6
Hillsdale 4 - Election Day,1428,988,69.19,466,471,24,10,0,1,1,0,0,7
Hillsdale 5 - Election Day,1416,971,68.57,532,382,18,10,0,0,0,0,0,8
Hillsdale 6 - Election Day,1525,1043,68.39,485,500,27,9,1,0,0,0,0,9
Hillsdale Mail-In Ballot - Mail-In Ba,0,478,0.00,159,308,15,5,0,0,0,0,0,5
Hillsdale Provisional - Provisional,0,37,0.00,15,20,1,0,0,0,0,0,0,0
Ho-Ho-Kus 1 - Election Day,1108,785,70.85,360,363,34,4,2,0,0,1,1,3
Ho-Ho-Kus 2 - Election Day,1154,784,67.94,403,329,18,7,0,0,1,0,0,16
Ho-Ho-Kus 3 - Election Day,972,668,68.72,326,304,18,1,0,0,0,0,0,8
Ho-Ho-Kus Mail-In Ballot - Mail-In,0,210,0.00,74,130,10,2,0,0,0,0,0,3
Ho-Ho-Kus Provisional - Provision,0,15,0.00,8,5,1,1,0,0,0,0,0,0
Leonia 1 - Election Day,906,630,69.54,172,432,11,6,1,1,0,0,0,4
Leonia 2 - Election Day,836,562,67.22,157,387,3,5,0,0,0,0,0,3
Leonia 3 - Election Day,800,529,66.13,129,376,1,14,0,0,1,1,0,4
Leonia 4 - Election Day,833,551,66.15,142,383,7,11,1,0,0,0,0,3
Leonia 5 - Election Day,1228,845,68.81,246,568,9,8,1,0,0,0,0,4
Leonia 6 - Election Day,767,518,67.54,152,348,11,3,0,0,0,0,0,3
Leonia Mail-In Ballot - Mail-In Ballo,0,262,0.00,65,209,8,2,0,0,0,0,0,2
Leonia Provisional - Provisional,0,29,0.00,5,24,0,0,0,0,0,0,0,0
Little Ferry 1 - Election Day,855,601,70.29,295,283,9,5,1,0,0,0,0,2
Little Ferry 2 - Election Day,636,420,66.04,173,227,4,8,0,1,0,0,1,1
Little Ferry 3 - Election Day,1148,763,66.46,326,404,11,7,1,0,0,1,2,3
Little Ferry 4 - Election Day,895,588,65.70,229,339,3,6,0,0,0,0,0,2
Little Ferry 5 - Election Day,1286,747,58.09,253,464,10,7,0,0,1,0,0,3
Little Ferry 6 - Election Day,868,534,61.52,215,290,14,6,0,0,0,0,0,5
Little Ferry Mail-In Ballot - Mail-In,0,176,0.00,69,109,3,0,0,0,0,0,0,2
